-1.920941114425659180e+00,2.891842126846313477e-01,-7.850556373596191406e-01,1.816405773162841797e+00,1.838044822216033936e-01,2.627132177352905273e+00,2.561393499374389648e+00,1.040298938751220703e-01,1.580795764923095703e+00,2.820120334625244141e+00
4.700761795043945312e+00,-1.572743654251098633e-01,1.312627077102661133e+00,-1.182158946990966797e+00,-6.542007923126220703e-01,5.495204925537109375e+00,5.156733036041259766e+00,-7.069509029388427734e-01,4.466879844665527344e+00,-1.397713065147399902e+00
-8.926817178726196289e-01,-1.030521154403686523e+00,-7.431554198265075684e-01,4.164443969726562500e+00,2.612906455993652344e+00,8.182462453842163086e-01,3.046197593212127686e-01,2.529421806335449219e+00,-1.475398778915405273e+00,8.295512795448303223e-01
1.618829727172851562e+00,9.068907499313354492e-01,-5.759271979331970215e-01,-1.641144275665283203e+00,-8.546205163002014160e-01,5.595827579498291016e+00,4.788920879364013672e+00,-1.486760854721069336e+00,2.985431194305419922e+00,-1.191229462623596191e+00
5.534373760223388672e+00,7.569019317626953125e+00,-7.104276418685913086e-01,-1.127452969551086426e+00,-8.401191234588623047e-01,-1.223578214645385742e+00,-8.425065875053405762e-01,-1.240290760993957520e+00,3.515537738800048828e+00,-1.233138442039489746e+00
-1.380339622497558594e+00,-1.483451366424560547e+00,-5.158612728118896484e-01,2.133722305297851562e+00,2.198736906051635742e+00,2.777026891708374023e+00,2.338993787765502930e+00,7.968497872352600098e-01,3.079056978225708008e+00,3.462002277374267578e+00
2.178450107574462891e+00,-1.434665173292160034e-01,1.600274085998535156e+00,1.508108377456665039e+00,3.500422954559326172e+00,-6.508053541183471680e-01,-7.592203021049499512e-01,3.728302955627441406e+00,-6.686136126518249512e-01,1.525409668684005737e-01
7.668165206909179688e+00,8.565912246704101562e+00,-9.471839070320129395e-01,-1.874344944953918457e-01,-2.003903985023498535e-01,1.043725848197937012e+00,9.329142570495605469e-01,-1.462593197822570801e+00,-6.322023272514343262e-01,-2.697669267654418945e-01
6.829206943511962891e+00,1.814835309982299805e+00,-4.825963973999023438e-01,-6.648110151290893555e-01,-1.747387647628784180e-02,6.601070404052734375e+00,6.817749977111816406e+00,-1.243209719657897949e+00,5.104157924652099609e+00,-1.340386986732482910e+00
-1.768216133117675781e+00,-4.900847971439361572e-01,9.555408954620361328e-01,3.158879518508911133e+00,-6.362959742546081543e-02,1.319575190544128418e+00,5.187032222747802734e-01,3.387602567672729492e+00,1.984321475028991699e+00,1.610300064086914062e+00
2.076208829879760742e+00,4.250975251197814941e-01,-1.214466452598571777e+00,5.692395687103271484e+00,4.136183738708496094e+00,8.140209317207336426e-01,-8.899589180946350098e-01,6.871938705444335938e+00,2.810119688510894775e-01,1.460129857063293457e+00
-5.859229564666748047e-01,2.824024260044097900e-01,3.830396652221679688e+00,5.961666584014892578e+00,-9.358295798301696777e-01,3.486731529235839844e+00,2.287601232528686523e+00,5.552423000335693359e+00,1.573846459388732910e+00,3.316483259201049805e+00
2.906850099563598633e+00,5.576104640960693359e+00,8.130567550659179688e+00,-1.400556564331054688e+00,-7.512158751487731934e-01,2.337081670761108398e+00,-7.448128461837768555e-01,-1.289610743522644043e+00,5.833929061889648438e+00,2.034011840820312500e+00
5.352436304092407227e-01,7.804714441299438477e-01,2.553373575210571289e-02,-1.006597876548767090e+00,-8.858404755592346191e-01,2.948227405548095703e+00,2.161854028701782227e+00,-5.917853116989135742e-01,1.124868154525756836e+00,-6.660543084144592285e-01
3.519016981124877930e+00,-1.320741415023803711e+00,1.554909348487854004e+00,3.672013282775878906e+00,-2.416336536407470703e-01,4.249190807342529297e+00,4.143939018249511719e+00,2.627836227416992188e+00,2.479366540908813477e+00,3.544662952423095703e+00
6.477158069610595703e-01,9.074035286903381348e-01,3.146897792816162109e+00,1.657742261886596680e+00,1.041857004165649414e+00,1.744264721870422363e+00,2.640000820159912109e+00,2.224603176116943359e+00,-1.194753408432006836e+00,2.344493150711059570e+00
5.584580421447753906e+00,6.046627998352050781e+00,6.845746040344238281e-01,-1.240966916084289551e+00,-3.609457015991210938e-01,-1.891082227230072021e-01,-7.719887495040893555e-01,-8.122730255126953125e-01,4.584939002990722656e+00,2.790428102016448975e-01
1.800108313560485840e+00,6.344453334808349609e+00,-1.192796468734741211e+00,4.041292190551757812e+00,4.370565891265869141e+00,-7.991466522216796875e-01,2.444302737712860107e-01,-8.211812376976013184e-01,4.530067145824432373e-01,6.869020462036132812e+00
4.319062530994415283e-01,-2.530235052108764648e-01,1.426169514656066895e+00,-9.462826251983642578e-01,7.358090281486511230e-01,7.797371387481689453e+00,7.367478370666503906e+00,-8.938345909118652344e-01,1.450898647308349609e-01,-1.018430233001708984e+00
5.315148830413818359e+00,7.935910224914550781e+00,3.727061748504638672e+00,-8.316529393196105957e-01,-1.292062759399414062e+00,-1.153357028961181641e+00,-8.947865962982177734e-01,-3.924528956413269043e-01,2.804386854171752930e+00,-6.941207647323608398e-01
1.721955418586730957e+00,-1.314465403556823730e-01,-1.343103289604187012e+00,-1.015062093734741211e+00,-5.837019085884094238e-01,5.032419681549072266e+00,4.324548244476318359e+00,-8.919835686683654785e-01,6.865656375885009766e+00,-8.936175107955932617e-01
8.000510931015014648e-02,-2.917085886001586914e-01,2.499078035354614258e+00,3.201362848281860352e+00,-1.789242029190063477e-02,-6.325573325157165527e-01,-4.012239873409271240e-01,5.729228973388671875e+00,-1.298663616180419922e+00,-6.788548827171325684e-01
1.934084534645080566e+00,-9.946564435958862305e-01,-6.766647100448608398e-01,4.498556137084960938e+00,2.719806432723999023e-01,-1.049002647399902344e+00,-7.368282079696655273e-01,3.471126556396484375e+00,1.206537246704101562e+00,-6.135128736495971680e-01
3.181245565414428711e+00,3.466067075729370117e+00,-1.045544981956481934e+00,-8.671300411224365234e-01,-2.335805296897888184e-01,7.079528331756591797e+00,4.966850757598876953e+00,-1.122367024421691895e+00,7.280160427093505859e+00,-1.106012225151062012e+00
1.603484988212585449e+00,-1.090395927429199219e+00,9.827636480331420898e-01,-6.954947113990783691e-01,-1.276272177696228027e+00,5.013599395751953125e+00,4.767772197723388672e+00,-5.852655172348022461e-01,4.538784980773925781e+00,-4.247078299522399902e-01
7.153804898262023926e-01,-1.206947684288024902e+00,-9.192793965339660645e-01,3.895695209503173828e+00,1.046271204948425293e+00,-1.453924536705017090e+00,-7.514086365699768066e-01,3.201854467391967773e+00,-1.900370717048645020e-01,-7.486097216606140137e-01
4.882953643798828125e+00,6.842990875244140625e+00,2.193076610565185547e+00,-9.313457012176513672e-01,-1.310434341430664062e+00,8.040111660957336426e-01,-3.743590414524078369e-01,-1.044366836547851562e+00,5.586639881134033203e+00,2.017066955566406250e+00
3.920315742492675781e+00,4.813734054565429688e+00,3.875522136688232422e+00,-6.075254678726196289e-01,-9.432862997055053711e-01,-1.148814797401428223e+00,-6.857975721359252930e-01,-1.091318130493164062e+00,4.635100841522216797e+00,-1.245626211166381836e+00
-5.595527887344360352e-01,1.899825036525726318e-02,-4.785073101520538330e-01,3.959229707717895508e+00,-4.738171696662902832e-01,2.321875810623168945e+00,3.116931438446044922e+00,5.279322624206542969e+00,2.337028026580810547e+00,3.662126302719116211e+00
2.763163566589355469e+00,9.470856189727783203e-01,-1.343416273593902588e-01,4.297955036163330078e+00,2.123577833175659180e+00,6.979149818420410156e+00,4.033358097076416016e+00,2.377848625183105469e+00,5.730201601982116699e-01,3.943645954132080078e+00
2.661541938781738281e+00,-1.020820260047912598e+00,2.008139610290527344e+00,4.370243072509765625e+00,3.549697875976562500e+00,-4.197887778282165527e-01,5.142404437065124512e-01,4.576963424682617188e+00,-9.108116626739501953e-01,5.892035961151123047e-01
1.198045611381530762e+00,6.020611524581909180e-01,-5.934553146362304688e-01,1.771665811538696289e+00,9.083647727966308594e-01,1.841241359710693359e+00,4.082627296447753906e+00,3.139299750328063965e-01,-4.568907618522644043e-01,2.726438283920288086e+00
3.345730781555175781e+00,3.907207489013671875e+00,-8.557966947555541992e-01,1.463148832321166992e+00,1.000539064407348633e+00,-1.134708285331726074e+00,1.887472271919250488e-01,-1.150986790657043457e+00,-5.239923000335693359e-01,4.329994678497314453e+00
8.734528541564941406e+00,7.346698760986328125e+00,-8.040974140167236328e-01,-1.253017663955688477e+00,-1.199072360992431641e+00,-7.466229200363159180e-01,-1.104584097862243652e+00,-7.695999145507812500e-01,5.228673934936523438e+00,-7.071720957756042480e-01
-6.376662254333496094e-01,-1.419441699981689453e+00,-8.588424921035766602e-01,4.380196094512939453e+00,2.933461189270019531e+00,-1.811875998973846436e-01,-5.644997954368591309e-01,4.562065124511718750e+00,2.253838777542114258e-01,-1.228157728910446167e-01
6.486072540283203125e+00,1.140628576278686523e+00,1.517577409744262695e+00,3.007577180862426758e+00,1.074573993682861328e+00,4.827553331851959229e-01,-6.111911535263061523e-01,4.901380538940429688e+00,-4.996205270290374756e-01,1.803276062011718750e+00
-4.513920545578002930e-01,3.354445099830627441e-02,1.997131466865539551e+00,4.901006698608398438e+00,-2.766907215118408203e-01,2.229938268661499023e+00,2.765709638595581055e+00,2.918705463409423828e+00,7.421827316284179688e-01,2.990783452987670898e+00
1.104154825210571289e+00,-1.143184900283813477e+00,2.137114524841308594e+00,2.978809118270874023e+00,4.144694328308105469e+00,-1.517403483390808105e+00,-9.951602220535278320e-01,2.713774204254150391e+00,1.227771282196044922e+00,2.842687666416168213e-01
